#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
Ag034G3705200	AT1G04920.1	1066	1063	100	100	1066	91.932	2041
Ag034G3705400	AT1G04940.1	276	275	99	100	276	87.681	476
Ag034G3705500	AT1G04945.3	398	645	100	59	386	74.870	558
Ag034G3705600	AT1G04950.1	556	550	100	100	558	82.948	932
Ag034G3705700	AT1G04960.2	322	335	94	89	303	79.538	494
Ag034G3705800	AT1G04970.1	501	489	92	99	462	86.653	828
Ag034G3705900	AT1G04980.1	447	448	98	92	414	86.758	746
Ag034G3706000	AT1G04985.1	197	194	95	98	191	82.723	304
Ag034G3706100	AT1G04990.1	417	405	99	99	420	76.429	640
Ag034G3706200	AT1G05000.2	245	248	100	94	233	81.818	400
Ag034G3706300	AT1G05010.1	317	324	99	97	315	92.698	595
Ag034G3706400	AT1G05020.1	665	654	100	100	694	71.817	927
Ag034G3706500	AT1G05030.1	525	525	99	99	524	86.260	888
Ag034G3707500	AT1G05060.1	250	254	100	100	255	82.745	416
Ag034G3707700	AT1G05070.1	187	185	98	97	185	82.162	290
Ag034G3708200	AT1G05100.1	337	340	99	99	346	78.613	525
Ag034G3708300	AT1G05120.2	845	877	100	95	853	77.608	1316
Ag034G3708600	AT5G48160.1	571	575	100	100	584	84.589	1003
Ag034G3708800	AT1G05140.1	433	442	100	100	442	82.805	689
Ag034G3708900	AT1G05150.1	811	809	100	100	813	94.342	1543
Ag034G3709300	AT1G05160.1	491	491	100	100	491	85.132	906
Ag034G3709400	AT1G05170.2	412	408	99	99	409	91.687	773
Ag034G3709500	AT1G05180.1	548	541	100	97	549	86.157	973
Ag034G3709600	AT1G05190.1	224	224	100	100	224	95.982	438
Ag034G3709800	AT1G05200.1	949	960	99	99	951	85.384	1652
Ag034G3709900	AT1G05205.1	87	92	99	93	86	96.512	172
Ag034G3710100	AT1G05210.1	169	169	100	100	169	78.107	272
Ag034G3710200	AT1G05230.1	724	722	100	100	727	95.186	1427
Ag034G3710600	AT1G05240.1;AT1G05250.1	321	326	100	100	326	72.393	453
Ag034G3711000	AT1G05260.1	327	327	100	100	327	91.743	603
Ag034G3711100	AT1G05270.1	373	372	100	100	374	85.829	616
Ag034G3711200	AT1G05280.1	490	492	97	96	472	83.158	827
Ag034G3711600	AT1G05300.1	359	361	100	100	362	82.597	556
Ag034G3711900	AT1G05310.1	397	394	95	99	385	84.500	653
Ag034G3712200	AT1G05340.1	75	73	100	100	75	77.333	85.1
Ag034G3712300	AT1G05350.1	431	432	100	100	433	91.224	780
Ag034G3712600	AT1G05360.1	416	417	98	98	408	88.235	737
Ag034G3712700	AT1G05370.1	428	418	100	100	433	87.991	704
Ag034G3712800	AT1G05380.1	1122	1139	98	100	1136	72.007	1545
Ag034G3712900	AT1G05385.1	196	200	100	100	203	76.847	274
Ag034G3713100	AT1G05410.1	466	472	100	100	474	75.527	713
Ag034G3713900	AT1G05440.1	365	394	99	88	350	73.600	480
Ag034G3714100	AT1G05460.1	968	1003	95	94	946	81.117	1634
Ag034G3714200	AT1G05470.1	635	618	100	100	635	91.969	1173
Ag034G3714400	AT1G05500.1	553	561	100	100	561	91.979	1059
Ag034G3714600	AT1G05510.1	242	242	100	100	242	92.975	479
Ag034G3714700	AT1G05520.1	781	784	100	100	784	91.582	1479
Ag034G3715200	AT1G05540.1	367	368	100	96	355	72.958	540
Ag034G3715700	AT1G05560.2	457	520	98	87	454	78.194	716
Ag034G3716000	AT1G05570.1	1956	1951	100	100	1956	93.763	3819
Ag034G3716200	AT1G05577.1	372	373	98	99	379	77.309	479
Ag034G3716300	AT1G05580.1	866	868	100	100	868	85.369	1543
Ag034G3716400	AT1G05590.1	587	581	97	98	575	82.783	983
Ag034G3716500	AT1G05600.1	514	505	97	99	499	85.371	890
Ag034G3716600	AT1G05610.2	489	483	100	100	491	84.521	842
Ag034G3716900	AT1G05620.1	321	323	99	99	319	91.223	592
Ag034G3717000	AT1G05630.1	1132	1171	99	99	1168	82.106	1977
Ag034G3717700	AT1G05660.1	396	395	100	100	396	81.061	673
Ag034G3717900	AT1G05670.1	740	742	100	99	740	83.514	1297
Ag034G3718000	AT1G05680.1	453	454	100	100	454	85.022	814
Ag034G3718200	AT1G05690.1	414	365	88	99	363	80.441	571
Ag034G3718300	AT1G05700.2	861	884	100	100	884	84.050	1512
Ag034G3718600	AT1G05710.10	150	172	100	100	172	75.000	253
Ag034G3718700	AT1G05720.1	161	164	99	87	142	88.679	283
Ag034G3718800	AT1G05750.1	502	501	100	100	507	81.460	864
Ag034G3719300	AT1G05760.2	179	199	97	89	173	86.517	308
Ag034G3719700	AT1G05785.6	136	174	93	72	126	80.159	159
Ag034G3719800	AT1G05790.3	727	723	99	100	725	84.966	1281
Ag034G3719900	AT1G05800.1	476	472	100	100	476	81.723	763
Ag034G3720100	AT1G05805.1	353	363	100	100	370	77.568	495
Ag034G3720200	AT2G03820.1	517	517	97	95	494	91.071	932
Ag034G3720300	AT1G05810.2	221	265	99	82	220	95.000	413
Ag034G3720400	AT1G05820.1	536	537	100	100	537	80.447	857
Ag034G3720500	AT1G05830.1	1074	1084	99	99	1096	82.391	1785
Ag034G3720600	AT1G05835.1	128	128	100	100	128	84.375	204
Ag034G3720700	AT1G05840.1	483	486	94	91	441	91.904	867
Ag034G3720900	AT1G05850.1	321	322	98	98	316	91.139	609
Ag034G3721000	AT1G05860.1	275	281	100	96	275	73.455	395
Ag034G3721100	AT1G05870.1	190	190	100	100	193	70.466	248
Ag034G3721500	AT1G05894.1	448	458	100	100	478	74.686	645
Ag034G3721600	AT1G05900.2	378	387	96	96	371	77.005	570
Ag034G3721700	AT1G05910.1	1214	1211	100	100	1218	90.558	2083
Ag034G3722100	AT1G05960.2	970	1004	100	100	1005	79.701	1602
Ag034G3722400	AT1G05990.1	152	151	99	99	150	90.000	253
Ag034G3722900	AT1G06010.1	82	79	98	99	80	71.250	100
Ag034G3723000	AT1G06030.1	372	330	87	98	323	90.402	606
Ag034G3723100	AT1G06040.1	246	249	100	100	251	82.470	413
Ag034G3723200	AT1G06050.1	309	314	100	100	315	83.810	530
Ag034G3723300	AT1G06060.1	214	214	100	100	214	80.374	364
Ag034G3723400	AT1G06070.1	409	424	95	95	413	76.755	533
Ag034G3723700	AT1G06080.1	306	306	99	99	304	94.408	602
Ag034G3723800	AT1G06090.1	301	300	100	100	301	86.379	545
Ag034G3723900	AT1G06110.1	431	437	100	100	437	80.778	744
Ag034G3724000	AT1G06130.1	328	332	100	100	332	91.867	640
Ag034G3724300	AT1G06140.1	560	559	100	100	560	85.357	992
Ag034G3724400	AT1G54780.1	283	286	100	100	287	90.244	468
Ag034G3724800	AT1G06170.1	428	421	100	100	431	81.439	685
Ag034G3725000	AT1G06180.1	265	247	100	100	267	71.161	332
Ag034G3725200	AT1G06200.2	206	244	99	84	205	83.902	370
Ag034G3725300	AT1G06210.1	384	384	100	100	385	83.117	630
Ag034G3725400	AT1G06220.1	986	988	100	100	988	94.433	1907
Ag034G3725700	AT1G06230.1	734	767	95	96	741	76.248	1000
Ag034G3725800	AT1G06240.1	385	384	99	99	384	87.240	672
Ag034G3725900	AT1G06250.1	412	424	95	95	392	86.735	723
Ag034G3726000	AT1G06260.1	344	344	100	100	344	80.523	591
Ag034G3726100	AT1G06270.1	344	344	100	100	344	90.698	646
Ag034G3726200	AT1G06280.1	213	207	88	89	189	87.302	312
Ag034G3726300	AT1G06290.1	677	676	100	100	677	91.137	1287
Ag034G3726400	AT1G06310.1	677	676	100	100	677	87.445	1230
Ag034G3726600	AT1G06330.1	149	151	100	97	151	82.119	248
Ag034G3726900	AT1G06360.2	300	316	100	95	300	84.667	529
Ag034G3727100	AT1G06380.1	264	255	95	98	253	78.656	399
Ag034G3727200	AT1G06390.1	408	408	99	99	407	96.560	812
Ag034G3727300	AT1G06400.1	225	217	100	100	225	90.667	409
Ag034G3727500	AT1G06410.1	852	852	100	100	852	96.831	1719
Ag034G3727700	AT1G06430.1	694	686	98	98	679	93.814	1253
Ag034G3727800	AT1G06440.1	384	391	99	97	381	86.877	683
Ag034G3728000	AT1G06460.1	297	286	100	100	298	74.832	412
Ag034G3728100	AT1G06470.1	416	415	99	99	413	88.862	752
Ag034G3728200	AT1G06490.1	1950	1959	99	99	1938	88.338	3501
Ag034G3728500	AT1G06510.1	275	278	100	100	279	81.720	439
Ag034G3728600	AT1G06520.1	583	586	100	100	587	85.009	1004
Ag034G3728700	AT1G06530.1	320	324	99	99	322	74.224	398
Ag034G3728900	AT1G06550.1	387	388	100	100	388	86.856	699
Ag034G3729000	AT1G06560.1	592	600	100	100	600	85.216	1056
Ag034G3729100	AT1G06570.1	445	446	99	99	445	91.011	810
Ag034G3729300	AT1G06590.1	915	917	100	100	917	88.441	1591
Ag034G3729400	AT1G06620.1	363	366	100	100	368	81.793	625
Ag034G3729600	AT1G06650.2	369	370	100	100	370	78.919	617
Ag034G3729700	AT1G06660.1	479	482	100	100	490	76.735	677
Ag034G3729900	AT1G06680.1	264	264	100	100	264	92.424	478
Ag034G3730000	AT1G06690.1	379	378	100	100	379	93.931	721
Ag034G3730200	AT1G06700.1	367	362	96	99	354	92.655	649
Ag034G3730300	AT1G06710.1	989	998	100	100	999	86.587	1804
Ag034G3730400	AT1G06720.2	1164	1176	100	50	595	71.192	924
Ag034G3730500	AT1G06730.1	489	489	99	99	490	82.653	827
Ag034G3730600	AT1G06740.1	738	727	100	100	743	72.813	1097
Ag034G3730700	AT1G06750.2	519	527	99	98	517	89.749	945
Ag034G3730900	AT1G06770.1	416	422	99	99	424	72.170	572
Ag034G3731300	AT1G06780.2	610	603	100	100	626	77.157	966
Ag034G3731500	AT1G06790.1	203	205	99	98	201	86.070	363
Ag034G3731600	AT1G06800.1	512	516	99	99	513	84.016	890
Ag034G3731700	AT1G06820.1	596	596	97	98	586	88.055	1031
Ag034G3731800	AT1G06830.1	100	100	100	100	100	98.000	199
Ag034G3731900	AT1G06840.1	948	954	98	97	927	83.279	1577
Ag034G3732000	AT1G06850.1	328	338	100	91	315	81.792	436
Ag034G3732100	AT1G06870.1	371	368	100	100	378	80.688	579
Ag034G3732200	AT1G06890.1	356	358	100	100	358	96.369	693
Ag034G3732300	AT1G06900.1	1083	1025	94	100	1025	88.878	1867
Ag034G3732600	AT1G06923.1	172	171	98	99	173	71.676	236
Ag034G3732900	AT1G06950.1	1013	1017	100	100	1017	88.791	1756
Ag034G3733000	AT1G06960.1	230	230	100	100	230	89.130	403
Ag034G3733100	AT1G06970.1	829	830	99	99	829	82.871	1422
Ag034G3733200	AT1G06980.1	168	170	100	100	170	83.529	228
Ag034G3733300	AT1G06990.1	362	361	100	95	342	77.348	583
Ag034G3733400	AT1G07000.1	606	600	99	99	604	85.762	1057
Ag034G3733600	AT1G07010.3	389	401	100	100	401	87.282	692
Ag034G3733800	AT1G07030.1	328	327	100	100	328	89.329	582
Ag034G3733900	AT1G07040.1	393	372	96	81	302	80.729	570
Ag034G3734300	AT1G07050.2	187	199	95	96	188	71.354	248
Ag034G3734400	AT1G07060.2	253	278	98	89	248	79.032	381
Ag034G3734500	AT1G07070.1	113	113	100	100	113	97.345	227
Ag034G3734600	AT1G07080.1	264	266	100	99	265	77.736	406
Ag034G3734700	AT1G07090.1	206	197	100	100	206	86.893	345
Ag034G3734800	AT1G07110.1	748	745	100	100	749	89.052	1323
Ag034G3734900	AT1G07120.1	396	393	99	99	391	85.934	673
Ag034G3735000	AT1G07130.1	159	161	99	98	157	79.618	270
Ag034G3735100	AT4G24400.1	445	446	100	100	446	94.395	870
Ag034G3736600	AT1G07140.1	229	229	100	100	229	89.083	359
Ag034G3736900	AT1G07160.1	365	381	100	100	386	72.704	548
Ag034G3737100	AT1G07175.1	73	88	85	69	62	75.806	97.1
Ag034G3737500	AT1G07180.1	503	511	100	100	511	90.020	895
Ag034G3737600	AT1G07200.2	970	980	99	99	1000	76.500	1494
Ag034G3737900	AT1G07220.1	506	508	100	100	508	85.039	912
Ag034G3738000	AT1G07230.1	531	534	100	100	534	93.633	1042
Ag034G3738100	AT1G07240.1	473	481	100	100	481	85.239	828
Ag034G3738200	AT1G07250.1	474	480	99	99	474	81.435	811
Ag034G3738600	AT1G07260.1	478	477	99	99	477	79.245	778
Ag034G3738700	AT1G07270.1	511	506	100	100	514	78.794	805
Ag034G3739300	AT1G07280.1	535	553	99	99	556	77.518	795
Ag034G3739400	AT1G07290.1	375	355	100	100	384	73.698	528
Ag034G3739700	AT1G07300.3	129	190	88	60	114	79.130	169
Ag034G3739800	AT1G07310.1	346	353	100	100	357	82.633	466
Ag034G3740100	AT1G07320.1	285	283	93	94	266	87.594	433
Ag034G3740200	AT1G07340.1	500	499	99	99	498	78.514	800
Ag034G3740400	AT1G07360.1	495	482	100	100	497	86.600	773
Ag034G3740600	AT1G07380.2	793	781	98	100	781	90.525	1442
Ag034G3740700	AT1G07390.3	1068	1084	97	100	1089	75.298	1594
Ag034G3741100	AT4G24380.3	236	262	96	97	253	74.704	390
Ag034G3741500	AT1G07410.1	217	215	100	100	217	98.157	433
Ag034G3741700	AT1G07420.1	267	267	100	100	267	92.509	518
Ag034G3741800	AT1G07430.1	440	443	100	100	447	80.931	674
Ag034G3741900	AT1G07440.1	267	267	100	100	267	85.768	481
Ag034G3742000	AT5G37500.2	810	843	99	97	822	81.310	1411
Ag034G3742200	AT1G07460.2	322	323	100	100	324	76.235	439
Ag034G3742500	AT1G07470.1	377	376	100	100	377	89.390	595
Ag034G3743100	AT1G07510.1	814	814	99	99	814	89.189	1451
Ag034G3743200	AT1G07520.3	691	697	100	100	712	77.388	1077
Ag034G3743300	AT1G07530.1	779	770	99	99	783	79.008	1174
Ag034G3743400	AT1G07540.1	629	631	100	100	640	76.562	911
Ag034G3743700	AT2G14440.1	868	870	100	100	872	76.032	1346
Ag034G3743800	AT1G07560.1	872	872	100	100	874	81.007	1456
Ag034G3743900	AT1G07570.3	414	422	97	94	400	91.250	732
Ag034G3744000	AT1G07590.1	537	535	100	100	537	85.102	937
Ag034G3744300	AT1G07615.1	492	494	100	100	498	80.924	739
Ag034G3744500	AT1G07630.1	630	663	100	100	670	81.791	1036
Ag034G3744600	AT1G07640.3	341	340	98	99	347	74.138	417
Ag034G3744700	AT1G07650.2	1020	1021	99	98	1003	82.456	1677
Ag034G3744800	AT1G07645.1	138	138	100	100	138	92.029	265
Ag034G3745100	AT1G07670.1	1058	1062	100	100	1062	94.444	2034
Ag034G3745400	AT1G07705.2	615	615	99	99	614	88.925	1051
Ag034G3745500	AT1G07710.1	542	544	99	99	541	92.976	991
Ag034G3745600	AT1G07720.2	476	522	99	90	474	84.810	806
Ag034G3745700	AT1G07725.1	613	616	98	98	609	70.279	803
Ag034G3745800	AT1G07730.2	399	390	100	100	400	84.750	563
Ag034G3745900	AT1G07740.1	465	460	98	99	459	82.571	783
Ag034G3746000	AT1G07745.1	324	323	99	99	323	82.353	551
Ag034G3746300	AT1G07750.1	357	357	100	100	357	89.076	653
Ag034G3746700	AT1G07795.1	118	119	99	98	117	80.342	199
Ag034G3747000	AT1G07840.1	312	313	100	100	314	76.433	467
Ag034G3747100	AT1G07850.1	534	542	99	96	522	87.356	870
Ag034G3747300	AT1G07870.2	420	539	99	78	422	87.972	764
Ag034G3747400	AT1G07880.2	364	364	99	99	362	91.989	698
Ag034G3747700	AT1G07890.1	251	251	100	100	251	92.032	490
Ag034G3747900	AT1G07900.1	183	191	88	99	162	84.127	306
Ag034G3748000	AT1G07910.2	1165	1178	100	100	1189	82.590	2014
Ag034G3748400	AT1G07970.1	680	694	100	100	694	86.167	1171
Ag034G3748600	AT1G07960.1	150	147	95	97	143	88.811	264
Ag034G3748700	AT3G25070.2	207	225	100	95	214	79.439	318
Ag034G3748800	AT1G05055.1	419	422	100	100	422	88.389	739
Ag034G3749000	AT1G07985.1	136	145	100	100	146	71.233	142
Ag034G3749800	AT1G07990.1	810	803	100	100	816	86.152	1307
Ag034G3750000	AT1G08030.1	494	501	100	100	504	81.151	792
Ag034G3750200	AT1G08040.1	387	383	100	100	387	90.956	715
Ag034G3750500	AT1G08050.1	549	642	99	86	557	75.045	835
Ag034G3751200	AT1G08065.1	273	278	99	97	271	70.480	417
Ag034G3751300	AT1G08070.1	746	742	99	99	738	85.366	1284
Ag034G3751400	AT1G08080.1	275	276	100	100	277	83.032	462
Ag034G3751700	AT1G08090.1	530	531	99	99	530	91.132	994
Ag034G3751800	AT1G08110.4	236	236	95	100	225	87.712	400
Ag034G3751900	AT1G08125.2	317	323	98	94	310	86.774	550
Ag034G3752000	AT1G08130.1	788	791	100	100	798	81.579	1307
Ag034G3752300	AT1G08135.1	781	797	99	98	781	70.935	1112
Ag034G3752700	AT1G08160.1	224	222	88	88	196	83.333	309
Ag034G3753000	AT1G08180.1	109	112	100	100	114	70.175	120
Ag034G3753100	AT1G08190.1	970	981	100	100	984	89.533	1706
Ag034G3753300	AT1G08210.3	498	541	98	88	477	88.595	863
Ag034G3753400	AT1G08220.1	279	275	100	100	279	77.778	447
Ag034G3753500	AT1G08230.2	466	452	96	99	449	85.969	766
Ag034G3753900	AT1G08260.1	2158	2162	99	99	2161	89.357	4001
Ag034G3754100	AT1G08280.1	399	399	100	100	399	80.451	668
Ag034G3754200	AT1G08290.1	318	338	100	100	350	74.000	502
Ag034G3754700	AT1G08310.2	320	319	98	99	316	81.329	546
Ag034G3754800	AT1G08315.1	325	326	100	100	326	90.491	572
Ag034G3754900	AT1G08320.1	483	482	100	100	489	92.229	852
Ag034G3755000	AT1G08340.1	306	332	99	94	312	83.654	493
Ag034G3755100	AT1G08350.2	582	590	99	99	582	87.285	1040
Ag034G3755200	AT5G51960.1	109	104	100	100	109	88.073	189
Ag034G3755400	AT1G08370.1	367	368	99	99	368	83.696	540
Ag034G3755500	AT1G08380.1	146	141	98	99	143	89.510	256
Ag034G3755600	AT1G08390.1	134	138	100	100	138	79.710	222
Ag034G3755800	AT1G64810.2	415	461	99	93	431	80.278	674
Ag034G3755900	AT1G08410.1	579	590	100	100	592	85.642	1017
Ag034G3756000	AT1G08420.1	1010	1019	100	100	1027	91.042	1815
Ag034G3756100	AT5G41950.1	453	566	96	76	432	90.466	840
Ag034G3756200	AT5G52520.1	537	544	99	99	541	90.573	1003
Ag034G3756400	AT1G08440.1	501	502	96	97	493	82.056	793
Ag034G3756500	AT1G08450.1	427	425	99	100	425	91.529	755
Ag034G3756600	AT1G08460.1	386	378	96	98	371	88.410	696
Ag034G3756700	AT1G08465.1	190	185	100	100	190	88.421	337
Ag034G3756800	AT1G08470.1	391	391	100	100	391	87.980	702
Ag034G3756900	AT1G08480.1	141	143	100	100	143	77.622	211
Ag034G3757100	AT1G08490.1	465	464	100	100	466	90.558	836
Ag034G3757200	AT1G08500.1	233	229	98	98	230	76.522	335
Ag034G3757300	AT1G08510.1	414	413	99	96	396	93.171	767
Ag034G3757400	AT1G08520.1	756	761	100	100	761	91.196	1266
Ag034G3757500	AT1G08530.1	274	258	98	99	269	74.349	350
Ag034G3757600	AT1G08540.1	581	573	100	100	581	85.714	946
Ag034G3757700	AT1G08550.1	469	463	100	100	476	84.034	779
Ag034G3757800	AT1G08560.1	307	311	100	100	311	87.781	513
Ag034G3757900	AT1G08570.1	266	276	100	100	280	79.286	435
Ag034G3758000	AT1G08580.1	132	124	100	100	132	78.030	154
Ag034G3758100	AT1G08590.1	1026	1030	100	100	1034	87.427	1804
Ag034G3758200	AT1G08600.2	1479	1480	99	99	1477	84.157	2426
Ag034G3758300	AT1G08610.1	557	560	97	97	548	81.387	905
Ag034G3758400	AT1G08620.3	1177	1224	100	99	1217	79.786	1872
Ag034G3758500	AT1G08630.1	359	359	99	99	356	89.045	660
Ag034G3758600	AT1G08640.1	286	295	100	96	286	84.615	488
Ag034G3758800	AT1G08650.1	283	285	100	100	285	85.263	526
Ag034G3758900	AT1G08660.1	475	475	100	100	475	92.000	925
Ag034G3759000	AT1G08670.1	232	232	99	97	226	79.646	339
Ag034G3759100	AT1G08680.4	648	652	99	99	656	77.439	981
Ag034G3759700	AT1G08700.1	451	454	100	100	463	85.097	744
Ag034G3759800	AT1G08710.2	258	296	93	81	241	77.178	338
Ag034G3759900	AT1G08720.1	928	934	100	100	941	82.997	1525
Ag034G3760000	AT1G08730.1	1527	1539	99	99	1523	92.974	2914
Ag034G3760100	AT5G52210.1	206	206	100	100	206	93.204	400
Ag034G3760200	AT1G08750.1	379	389	99	99	388	89.691	723
Ag034G3760300	AT1G08760.1	746	749	100	100	760	82.632	1185
Ag034G3760400	AT1G08770.1	203	210	92	100	190	73.333	271
Ag034G3760500	AT1G08780.1	132	130	100	92	119	85.606	187
Ag034G3760600	AT1G08790.1	194	191	98	98	191	82.723	244
Ag034G3760800	AT1G08810.1	274	281	100	100	289	78.201	422
Ag034G3760900	AT1G08820.1	380	387	100	100	394	76.904	593
Ag034G3761300	AT1G08830.1	153	153	100	100	153	94.771	265
Ag034G3761400	AT1G08840.3	1337	1332	100	100	1340	85.746	2298
Ag034G3761500	AT1G08845.2	189	235	100	81	190	88.947	352
Ag034G3761600	AT1G08860.1	583	585	99	99	582	85.739	1045
Ag034G3761700	AT1G08880.1	143	143	100	100	143	96.503	275
Ag034G3761900	AT1G08900.1	464	463	100	100	464	82.543	772
Ag034G3762200	AT1G08920.2	471	478	100	100	478	88.075	840
Ag034G3762300	AT1G08930.1	497	497	100	100	497	90.744	927
Ag034G3762400	AT1G08940.1	280	282	100	100	282	89.362	523
Ag034G3762500	AT1G08960.1	535	547	100	100	550	83.273	843
Ag034G3762600	AT1G08970.1	228	232	94	100	220	86.266	360
Ag034G3762900	AT1G08980.1	426	426	100	100	427	85.948	721
Ag034G3763000	AT1G08990.1	571	567	99	99	571	81.261	938
Ag034G3763100	AT1G09000.1	670	667	99	99	669	85.052	1127
Ag034G3763200	AT1G09010.1	945	945	100	100	945	88.360	1751
Ag034G3763300	AT1G09020.1	487	488	100	100	488	96.721	967
Ag034G3763400	AT1G09030.1	139	140	100	100	140	90.000	261
Ag034G3763700	AT1G09060.3	1017	945	72	78	735	78.503	1198
Ag034G3763800	AT1G09070.1	332	325	96	100	330	74.138	368
Ag034G3764000	AT1G09080.1	658	676	97	96	647	91.345	1178
Ag034G3764100	AT1G09090.2	845	844	99	99	839	84.272	1456
Ag034G3764200	AT1G09130.3	333	371	99	89	331	91.541	610
Ag034G3764400	AT1G09140.1	263	269	74	88	194	89.496	344
Ag034G3764500	AT1G09150.1	182	182	100	100	182	95.055	362
Ag034G3764600	AT1G09155.1	286	290	99	96	285	81.754	454
Ag034G3764800	AT1G09160.1	429	429	100	100	429	90.909	776
Ag034G3765000	AT1G09170.5	607	1047	96	56	587	82.624	983
Ag034G3765300	AT1G09195.10	543	546	99	99	541	82.810	928
Ag034G3765500	AT1G09190.1	486	485	100	100	486	86.420	882
Ag034G3766200	AT1G09935.1	225	232	100	100	232	87.931	420
Ag034G3766800	AT1G09210.1	422	425	100	100	425	86.118	682
Ag034G3766900	AT1G09220.1	509	505	100	100	510	80.000	818
Ag034G3767000	AT1G09230.1	452	443	100	100	452	86.062	764
Ag034G3767200	AT1G09240.1	318	321	99	99	318	87.421	563
Ag034G3768200	AT1G09270.1	540	539	100	100	540	93.148	1023
Ag034G3768500	AT1G09280.1	588	582	100	100	588	89.966	1093
Ag034G3768600	AT1G09290.1	357	349	100	99	358	75.698	513
Ag034G3768700	AT1G09300.1	474	494	99	96	473	92.389	910
Ag034G3768800	AT1G09310.1	165	180	99	99	178	80.899	279
Ag034G3769000	AT1G09330.1	184	187	100	100	187	96.791	361
Ag034G3769100	AT1G09340.2	380	380	91	91	346	96.243	692
Ag034G3769200	AT1G09350.1	337	335	100	100	337	85.460	604
Ag034G3769500	AT1G09380.1	382	375	100	100	382	85.079	643
Ag034G3769600	AT1G09390.1	371	371	99	99	369	87.534	657
Ag034G3769800	AT1G09400.1	364	325	89	99	324	83.642	587
Ag034G3771000	AT1G09410.1	712	706	99	100	710	80.986	1223
Ag034G3771200	AT1G09420.2	603	636	98	95	604	82.285	1017
Ag034G3771300	AT1G09430.1	425	425	99	99	423	95.745	842
Ag034G3771400	AT1G09440.1	458	467	99	99	466	83.476	741
Ag034G3771500	AT1G09450.1	635	600	100	100	635	79.370	1026
Ag034G3771600	AT1G09460.1	326	331	99	100	335	71.681	311
Ag034G3771700	AT1G09470.1	338	337	100	100	338	84.320	563
Ag034G3772000	AT1G09490.1	323	323	100	100	323	80.805	540
Ag034G3772800	AT1G09500.1	325	326	100	100	327	74.006	485
Ag034G3772900	AT5G52560.1	606	615	99	98	604	89.735	1134
Ag034G3773000	AT1G09510.1	327	323	100	100	327	75.535	506
Ag034G3773600	AT1G09530.1	524	525	100	100	539	81.262	810
Ag034G3773900	AT1G09540.1	356	367	100	100	374	83.690	564
Ag034G3774200	AT1G09560.1	220	220	92	92	203	91.133	382
Ag034G3774300	AT1G09570.3	1123	1127	100	99	1123	95.815	2256
Ag034G3774600	AT1G09580.1	221	218	92	93	203	84.236	368
Ag034G3774700;Ag034G3775700;Ag002G0264100	AT1G09690.1;AT1G09590.1	165	165	100	100	165	97.576	333
Ag034G3774900	AT1G09610.1	284	283	100	100	284	88.380	518
Ag034G3775100	AT1G09630.1	218	218	100	100	218	94.954	432
Ag034G3775300	AT1G09645.1	102	107	100	100	107	85.047	149
Ag034G3775400	AT1G09660.1	296	299	99	99	297	84.512	483
Ag034G3775500	AT1G09665.1	202	166	72	87	145	90.345	270
Ag034G3775600	AT1G09680.1	600	608	100	95	582	80.656	1008
Ag034G3775800	AT1G09700.1	282	420	98	65	277	72.202	395
Ag034G3776000	AT1G09720.1	909	929	100	100	933	77.063	1374
Ag034G3776100	AT1G09730.1	960	964	100	100	1002	72.056	1323
Ag034G3776200	AT1G09740.1	172	172	100	100	172	95.930	339
Ag034G3776300	AT1G09750.1	449	450	100	100	452	82.522	708
Ag034G3776400	AT1G09760.1	258	250	99	99	257	84.047	424
Ag034G3776500	AT1G09770.1	846	845	100	100	847	91.381	1488
Ag034G3776600	AT1G09780.1	560	558	99	99	556	95.324	1093
Ag034G3776700	AT1G09790.1	447	455	93	98	426	72.566	646
Ag034G3776900	AT1G09794.1	64	64	100	100	64	93.750	118
Ag034G3777000	AT1G09795.1	410	414	100	100	415	87.229	717
Ag034G3777100	AT1G09800.1	372	373	100	100	373	80.697	612
Ag034G3777200	AT1G09810.1	477	471	100	100	490	75.510	696
Ag034G3777400	AT1G09812.1	132	129	100	100	132	87.121	209
Ag034G3777500	AT1G09815.1	125	125	100	100	125	82.400	223
Ag034G3777600	AT1G09820.1	609	607	100	100	611	78.560	974
Ag034G3777900	AT1G09830.1	529	533	99	99	530	88.113	926
Ag034G3778000	AT1G09840.1	422	422	100	100	422	95.972	853
Ag034G3778100	AT1G09850.1	445	438	93	93	414	87.681	738
Ag034G3778200	AT1G09860.1	381	384	100	100	386	83.161	593
Ag034G3778300	AT1G09870.1	481	488	99	99	485	88.041	859
Ag034G3778400	AT1G09880.3	699	712	100	98	701	83.310	1195
Ag034G3778500	AT1G09890.3	633	658	99	99	655	89.618	1217
Ag034G3778700	AT1G09910.1	661	676	99	99	673	86.627	1211
Ag034G3778800	AT1G09920.1	197	193	98	98	193	88.601	320
Ag034G3779300	AT1G09930.1	732	735	100	100	735	86.667	1309
Ag034G3779400	AT1G09932.1	261	261	97	99	258	70.155	364
Ag034G3779700	AT1G09940.1	530	531	100	100	533	84.991	882
Ag034G3779800	AT1G09950.1	228	231	96	95	220	79.545	357
Ag034G3779900	AT1G09960.1	510	511	100	100	511	89.237	888
Ag034G3780000	AT1G09970.2	971	978	99	98	961	84.156	1603
Ag034G3780200	AT1G09980.1	800	803	100	100	806	87.593	1475
